,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6),724,ANG MO KIO AVENUE 6,MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6),724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724,560724,29469.0773884831,39356.1397251096,1.37219743021412,103.846519285658,103.846519285658,Blk 724 Ang Mo Kio Ave 6
0,ALBERT CENTRE MARKET & FOOD CENTRE,270,QUEEN STREET,ALBERT CENTRE MARKET & FOOD CENTRE,270 QUEEN STREET ALBERT CENTRE MARKET & FOOD CENTRE SINGAPORE 180270,180270,30325.2105163326,31483.6634436883,1.30100149635856,103.854211650138,103.854211650138,Albert Centre Market & Food Centre
0,BEDOK FOOD CENTRE,1,BEDOK ROAD,BEDOK FOOD CENTRE,1 BEDOK ROAD BEDOK FOOD CENTRE SINGAPORE 469572,469572,41594.4663224695,33623.8972264696,1.32035408352352,103.955471871163,103.955471871163,Bedok Food Centre
0,ZION RIVERSIDE FOOD CENTRE,70,ZION ROAD,ZION RIVERSIDE FOOD CENTRE,70 ZION ROAD ZION RIVERSIDE FOOD CENTRE SINGAPORE 247792,247792,27763.0299019134,30526.1570874527,1.29234223167716,103.831189302665,103.831189302665,Zion Riverside Food Centre
0,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),3,CHANGI VILLAGE ROAD,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),3 CHANGI VILLAGE ROAD MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD) SINGAPORE 500003,500003,45225.133397934,41286.4303839691,1.38964922264534,103.988099613971,103.988099613971,Blks 2 & 3 Changi Village Road
1,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),2,CHANGI VILLAGE ROAD,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),2 CHANGI VILLAGE ROAD MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD) SINGAPORE 500002,500002,45250.5328067383,41234.2012527902,1.38917686779494,103.988327815796,103.988327815796,Blks 2 & 3 Changi Village Road
0,ALEXANDRA VILLAGE FOOD CENTRE,120,BUKIT MERAH LANE 1,ALEXANDRA VILLAGE FOOD CENTRE,120 BUKIT MERAH LANE 1 ALEXANDRA VILLAGE FOOD CENTRE SINGAPORE 150120,150120,24791.5465125721,29857.8139765095,1.28629780818065,103.804489336296,103.804489336296,Alexandra Village Food Centre
0,PASIR PANJANG FOOD CENTRE,121,PASIR PANJANG ROAD,PASIR PANJANG FOOD CENTRE,121 PASIR PANJANG ROAD PASIR PANJANG FOOD CENTRE SINGAPORE 118543,118543,23328.4819242507,28716.8709869292,1.27597933901385,103.791343283427,103.791343283427,Pasir Panjang Food Centre
0,MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3),448,CLEMENTI AVENUE 3,MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3),448 CLEMENTI AVENUE 3 MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3) SINGAPORE 120448,120448,20343.5165998694,32817.1663514599,1.31306036053187,103.764521290707,103.764521290707,Blk 448 Clementi Ave 3
0,ZHUJIAO CENTRE (TEKKA MARKET),665,BUFFALO ROAD,ZHUJIAO CENTRE (TEKKA MARKET),665 BUFFALO ROAD ZHUJIAO CENTRE (TEKKA MARKET) SINGAPORE 210665,210665,29924.3737569908,32056.0217537805,1.30617773048079,103.850609985486,103.850609985486,Tekka Market
1,ZHUJIAO CENTRE (TEKKA MARKET),664,BUFFALO ROAD,ZHUJIAO CENTRE (TEKKA MARKET),664 BUFFALO ROAD ZHUJIAO CENTRE (TEKKA MARKET) SINGAPORE 210664,210664,29980.3038453432,32051.0169729404,1.30613246548155,103.851112543389,103.851112543389,Tekka Market
2,ZHUJIAO CENTRE (TEKKA MARKET),663,BUFFALO ROAD,ZHUJIAO CENTRE (TEKKA MARKET),663 BUFFALO ROAD ZHUJIAO CENTRE (TEKKA MARKET) SINGAPORE 210663,210663,29951.9452568432,32001.0205293112,1.30568031708631,103.850857724971,103.850857724971,Tekka Market
3,ZHUJIAO CENTRE (TEKKA MARKET),662,BUFFALO ROAD,ZHUJIAO CENTRE (TEKKA MARKET),662 BUFFALO ROAD ZHUJIAO CENTRE (TEKKA MARKET) SINGAPORE 210662,210662,29851.5949349664,32063.7060684133,1.30624722914969,103.849956033902,103.849956033902,Tekka Market
4,ZHUJIAO CENTRE (TEKKA MARKET),661,BUFFALO ROAD,ZHUJIAO CENTRE (TEKKA MARKET),661 BUFFALO ROAD ZHUJIAO CENTRE (TEKKA MARKET) SINGAPORE 210661,210661,29871.4457986038,32114.9856929444,1.30671098278725,103.85013440636,103.85013440636,Tekka Market
5,TEKKA MARKET,665,BUFFALO ROAD,TEKKA MARKET,665 BUFFALO ROAD TEKKA MARKET SINGAPORE 210665,210665,29924.521525288,32055.9468707871,1.30617705325622,103.85061131325,103.85061131325,Tekka Market
0,TIONG BAHRU MARKET,30,SENG POH ROAD,TIONG BAHRU MARKET,30 SENG POH ROAD TIONG BAHRU MARKET SINGAPORE 168898,168898,27892.0729102949,29724.0539147425,1.28508829297302,103.832348811484,103.832348811484,Tiong Bahru Market
1,DBS TIONG BAHRU MARKET,30,SENG POH ROAD,DBS TIONG BAHRU MARKET,30 SENG POH ROAD DBS TIONG BAHRU MARKET SINGAPORE 168898,168898,27900.1698986189,29679.5695130918,1.28468599168094,103.832421566287,103.832421566287,Tiong Bahru Market
0,PEK KIO MARKET & FOOD CENTRE,41A,CAMBRIDGE ROAD,PEK KIO MARKET & FOOD CENTRE,41A CAMBRIDGE ROAD PEK KIO MARKET & FOOD CENTRE SINGAPORE 211041,211041,29881.5351164201,33159.8079178873,1.31615998535296,103.850225127005,103.850225127005,Pek Kio Market & Food Centre
0,BUKIT TIMAH MARKET,51,UPPER BUKIT TIMAH ROAD,BUKIT TIMAH MARKET,51 UPPER BUKIT TIMAH ROAD BUKIT TIMAH MARKET SINGAPORE 588215,588215,21630.9445839832,35752.8306088708,1.33960974933939,103.776088853304,103.776088853304,Bukit Timah Market
0,KALLANG ESTATE FRESH MARKET AND FOOD CENTRE,17,OLD AIRPORT ROAD,KALLANG ESTATE FRESH MARKET AND FOOD CENTRE,17 OLD AIRPORT ROAD KALLANG ESTATE FRESH MARKET AND FOOD CENTRE SINGAPORE 397972,397972,33654.8599209497,32190.8014228474,1.30739617296811,103.884130182605,103.884130182605,Kallang Estate Market
0,NORTH BRIDGE ROAD MARKET AND FOOD CENTRE,861,NORTH BRIDGE ROAD,NORTH BRIDGE ROAD MARKET AND FOOD CENTRE,861 NORTH BRIDGE ROAD NORTH BRIDGE ROAD MARKET AND FOOD CENTRE SINGAPORE 198783,198783,31425.6079072515,32051.9533432834,1.30614080746518,103.864099281276,103.864099281276,North Bridge Road Market & Food Centre
1,NORTH BRIDGE ROAD MARKET,861,NORTH BRIDGE ROAD,NORTH BRIDGE ROAD MARKET,861 NORTH BRIDGE ROAD NORTH BRIDGE ROAD MARKET SINGAPORE 198783,198783,31409.4877239475,32008.4052817114,1.30574697597949,103.863954429077,103.863954429077,North Bridge Road Market & Food Centre
